,Sentence,Label
1226,"Deprem mi gök gürültüsü mü bu karar veremedim, ürktüm",korku
1227,Aaa sevgilim gelmiş. Konuş sevgilim ,surpriz
1228,Evime tablo almıştım 3 tane çogzel ama çerçeveleri kırık geldi iade ettim çok beğenerek almıştım mutsuzum :(,üzgün
1229,Hayret tarkan yolla fotoğrafı görmedim altında şaştım,surpriz
1230,Bayadır Ados dinleyemedim kendime kızgınım,kızgın
1231,Rüyada annemin öldüğünü görünce yanına gidip mıncıra mıncıra seviyorum. Çok korkunç. Ya gerçek olsa !!,korku
1232,Kapının önüne geldim. Bir anda ödüm koptu oda korktu ama bırakır mıyım,korku
1233,Ne demek yürürken mesaj atamıyorum mal mısın,kızgın
1234,"Ders çalışırken yan apartmandan bir ölüm haberiyle irkildim, Azrail bu kadar yakınımıza geliyorken bu neyin kibri, tavrı? ",korku
1235,Soyisimlerinizi kullanarak bir yerlere gelmenize aşırı kızgınım,kızgın
1236,Yine patlama ve yine yanıbaşımda.. Sesi bile ürkütücü..,korku
1237,artık o kadar herşeye sinirleniyorum ki kendi saçımı başımı yolmamak için kendimi zor tutuyorum,kızgın
1238,İlk defa karşıdan karşıya geçerken bir araç yol verdi. O kadar alışkın değilim ki dondum kaldım bir sonra şoku atlatınca geçebildim,surpriz
1239,Yapraksız ağaçları görünce üzülüyorum öylede bir ruh halim var,üzgün
1240,Ya oturdum sıkıntıdan nat geo da ahmak bilimini izliyorum kim daha kötü tartışmayalım isterseniz,üzgün
1241,Ucuz parfüm kokusunun baş ağrısı yapması kadar sinir bozucu bir şey olamaz.,kızgın
1242,Ben evlenene kadar gelinlik modası geçicek diye çok korkuyorum,korku
1243,Yakın geleceği merak etmekten yoruldum bu bir hafta geçmez artık,üzgün
1244,Anlayışlı taklidi yapmaktan bıktım toplu katliam yapıcam o olucak,üzgün
1245,Bir toplumun kötüde ve kötülükte birleşmesi ürkütücü.,korku
1246,Nasılsınız arkadaşlar ben harika hissediyorum çünkü evden yeni çıkıyorum,mutlu
1247,Söylediğim hiçbirşey için pişman değilim sizi insan yerine koyduğum için pişmanım...,üzgün
1248,Ülke gerizekalı dolu e hal böyle olunca artık bütün zekasızlar beni buluyor diye isyanda edemez olduk.,kızgın
1249,Rüyamda e devlete giriş yapabilmiştim Rum asıllı olduğumu öğrenmiştim kabus gibiydi ya var mı şu siteye girebilen,korku
1250,Genelde doğru seçimler yapamayan birisiyim ama senin hayatımın en doğru kararıymış gibi duruşunu seviyorum,mutlu
1251,20 milyon rupi Babanın kasasında yaşasın BABA,mutlu
1252,Çok tatlı duruyordun dayanamadım öptüm,mutlu
1253,İsmimi söyleyemeyenler çok komik oluyor çok hoşuma gidiyor,mutlu
1254,O kadar çok korktum ki kaybetmekten sonuç olarak kaybettim,korku
1255,Kendi mutsuzluğunu görmemek için dert dinleyenlere de üzülüyorum. Biraz cesaret..,üzgün
1256,Vurun daha ölmedim diye bağıracağım şimdi,kızgın
1257,Her an cümlem yarıda kalacakmış gibi geliyor. Yeni bir fobi türü olsa gerek... ,korku
1258,Netimi saçma sapan şeylere harcıyorum,kızgın
1259,10 saat sonra son sınavımdan da kurtulup sosyal hayatıma geri döneceğim için sevinçliyim,mutlu
1260,İtalyan spiker çok komik anlatıyor Napoli - City maçını,mutlu
1261,Rezil bir rüya gördüm ve bugün 19u. Biraz ürktüm... ,korku
1262,Orta sahada Hasan Ali oynuyor ciddi olamazsın Aykut hoca,surpriz
1263,Güzel haberi duydum yaşasın Nuriye ve Semih ve haklı direnişleri.,mutlu
1264,Olaylara iyi tarafından bakmaya başladım o yüzden bir iki haftadır mutluyum bakalım yine kim bozacak,mutlu
1265,biz yazdık diye rapor alırsa şaşırtıcı olmaz tabi,surpriz
1266,Hakaret ediyormuşum sinirinden geçilmiyor. Sen bana ne yaptın farkında mısın!,kızgın
1267,Sensizlikten ödüm koptu bir daha yapmam uslu dururum,korku
1268,bugün çok güldüm elmacıklarım acıyor,mutlu
1269,Üzgünüm seni üzdüm ama çok pişmanım sayende az yaşarmadı gözüm ama düşman değilim,üzgün
1270,Sağdakiler trafiğin en akıllı ve en pratik insanları ya bizim nasıl aklımıza gelmiyor hiç oradan gitmek gerçekten hayret edici bir olay ,surpriz
1271,Abi bütten geçmişim fizikten geçmişim ellemeyin beni çok mutluyum,mutlu
1272,Sen kimsin ki kedilere hayvan diyorsun ya inanmıyorum sensin o,surpriz
1273,Hayat seni bazen nerelere sürüklüyor hayret ediyorsun.,surpriz
1274,Yarın görüşüyoruz çok heyecanlıyım,mutlu
1275,Ezhel dinlerken bile ağlıyorum ruh halim tam olarak bu,üzgün
1276,Ölüm mü bu yoksa araftamıyım özgür bu her ne ise yaşamaktan daha korkunç,korku
1277,"Başım ağrıyor ve açlıktan bayılmak üzereyim, mutsuzum",üzgün
1278,"Karakter varya herkeste, Sanırım ben de var, Dolaylı anlatımlardan nefret ediyor ve kale almıyorum.",kızgın
1279,kim bu tweetine adını yazmayan gerizekalı gelsin alsın,kızgın
1280,İlk defa biri benden bütün gün oyun oynadığım için ayrıldı ben şok ,surpriz
1281,Herkes güçlü olmamı bekliyor ama ben gerçekten tükendim,üzgün
1282,"Şeffaf adam gördüm şaşkına döndüm , dünyanın en şeffaf insanı benim sanıyordum ben şok",surpriz
1283,"Lens de gol attı, yandık, bu hafta derbiye kadar çekilmez ama derbiden sonra eğlence var :)",mutlu
1284,Vallahi bende bu kadar sabrlı birisi olduğumu bilmiyordum bana da sürpriz oldu. Bugün anladım.,surpriz
1285,Bugün çok güldüm inşallah acısı yarınki vizeden çıkmaz,mutlu
1286,Şu okulda bir şeyler kaybetmekten sıkıldım artık Okul okul değil kara delik sanki ,üzgün
1287,Yeter buradan çok sıkıldım artık,üzgün
1288,Beni kendinden nasıl soğuttun ya hayret ettim,surpriz
1289,Kar mı yağıyor ciddi olamazsın!!,surpriz
1290,Harikaydı çok güldüm hatta yarıldım emeğinize sağlık,mutlu
1291,İnsanlara hayret ediyorum ama 1 dakika sonra geçiyor.,surpriz
1292,Neyse pek dertlendim birden gideyim de bir sigara yakayım.,üzgün
1293,Mükemmel bir sınıf arkadaşımız olduğunu farkettik bugün harika hissediyorum,mutlu
1294,"Moralim bozuk gibi değilde… Böyle çürümüş gibi, Küflenmiş gibi, İçine edilmiş gibi...",üzgün
1295,Bu falımda kabaran şeyler çıkmadı resmen şaşırdım.,surpriz
1296,Sonun da yüklenmiş alt yazılı yaşasın dizimag,mutlu
1297,Çok mutsuz ve bok gibi olduğum için uyuyamadım sürekli bir şeyler yazmak istiyorum burası klozet gibi bir yer ,üzgün
1298,Dün sadece korku filmlerinden bahsettik diye bile bütün gece kabus gördüm.,korku
1299,"Küfür eden kızlara itici diyenlere anlam veremiyorum, sinirlenince napsınlar örgü mü örsünler amk",kızgın
1300,"Amca ne korna çalıyon vur geç , ödüm koptu zaten .",korku
1301,Öyle insanlar tanıdım ki canımdan bezdim buna inanın.,üzgün
1302,Ben teen wolfu özledim ağlayacağım şimdi,üzgün
1303,Esmoş her türlü entrikaya rağmen güzeldi ,mutlu
1304,44 mürettebatı bulunan Arjantin denizaltısından 4 gündür haber alınamıyormuş. Öldülerse korkunç bir ölüm bu.,korku
1305,Dünkü yakışıklı çocuk beni nasıl bulmuş şoktayım,surpriz
1306,Tükenmişlik sendromuna yeni boyutlar getirecek kadar tükendim.,üzgün
1307,Lan günün 16 saati sinirliyim kalan 8 saatte de uyuyorum zaten,kızgın
1308,"Dalgın dalgın yürürken ani fren sesine irkildim, şöfor hemen inip hatalı olduğunu söyledi ve özür diledi ben utandım.",korku
1309,Dönemin ilk alarmına uyandım. Mutsuzum,üzgün
1310,Yarısı da menopoz da saklı ben gidiyorum ürktüm,korku
1311,Hayatımdaki güzel insanlar için teşekkür ederim Allah'ım kaktüsün üstündeki çiçekler gibiler,mutlu
1312,Ben bile şok oldum yaptığım şeye skkskddjdj Beynime işliyorsun kızım ya,surpriz
1313,Mesaj atınca sinirden küplere bindim,kızgın
1314,Çok kötüyüm kankalarımdan bir tanesi İtalya’ya bir tanesi askere gidiyor ne oluyor,üzgün
1315,Yurtdışına gitmek için biriktirdiğim binlerce lirayı abimin nişanı için harcamışlar bir de yeni haberim oluyor ne tarafa yıkılacağımı şaşırdım,surpriz
1316,Helal olsun gerçekten sürpriz oldu beklemiyorduk ,surpriz
1317,Nankörlük seviyen endişe verici boyutlara ulaştı,korku
1318,Ailem yine ben uyanmadan kahvaltı etmiş aç ve öfkeliyim şu an,kızgın
1319,Işte bu yüzden bu tiplerden nefret ediyorum. ROK'NNroll baybii,kızgın
1320,Stalk çok şaşırtıcı bir olay eninde sonunda dönüp dolaşıp başladığım profilde buluyorum kendimi,surpriz
1321,Bugün sabah gittim birisinden bahsetti o işten çıktı dediler bende bi o mu diye endişelendim,korku
1322,baya bi sürpriz olmuş kimsenin haberi yok galiba ,surpriz
1323,Hayat artık beni diskalifiye et gözünü seveyim tükendim,üzgün
1324,Sabahın altısında uyanmak zorunda kaldım çok öfkeliyim ve uykulu,kızgın
1325,1997 yılında bir hastalık geçirmiştim Samatya SSK'da yatmam gerekti vallahi kaçtım hastaneden yatmadan. O kadar korkunçtu ki.,korku
1326,Düzen takıntınız varsa bu fotoğraflar yüksek derecede sinir bozucu ,kızgın
1327,Fernandinho öyle bir gol attı ki ben kartalda dondum kaldım,surpriz
1328,"Yuh! Okuyunca hayret ettim! Hadi resim öyle diyelim, videolarda mı yalan. Şaşılası.. hakikaten..",surpriz
1329,Beni annesiz bırakan lanet hastalık senden nefret ediyorum,kızgın
1330,Şu an içimden bağırmak geldi yeminle,kızgın
1331,Van depremi gibi sallantılar aynı düzlemde mi? Ne ara bu kadar yardım ayarlandı da gönderildi. Maşallah... hayret ettim bak.,surpriz
1332,4 o'clock dinliyorum çok kötüyüm birazdan da sea dinliyecem,üzgün
1333,Bugün Süper komedi üçlemesi oldu önce insanlar alemi sonra işler güçler şimdide leyla ile mecnun çok eğlendik ,mutlu
1334,Kanada: Afrin'deki askeri eylemlerin tırmanması endişe verici ,korku
1335,Oha ödüm koptu o nasıl şiddetli gök gürlemesiysi o öyle,korku
1336,Yanlışlıkla ön kamera açıldı irkildim amk ,korku
1337,Beni ıslatan araba sahibine sövüyorum :/ ,kızgın
1338,Tırnağım kırıldı diye mutsuzum yoksa başka bir sebep falan değil,üzgün
1339,"Yusuf çok sinirlendi, o bakış neydi öyle ürktüm.",korku
1340,emin olma duygusunu çok özledim ya nereye elimi atsam hep şüphe,üzgün
1341,Bir sığırdan sonra böyle bir başkan gelmesi şaşırtıcı. Umarım başarılı olur.,surpriz
1342,Aslında moralim bozuk ama gülesim de geliyor,üzgün
1343,Bugün baya baya güneş için endişelendim,korku
1344,"büşra develi de ne karıymış, bu zamana kadar radarıma girmemiş olması şaşkınlık verici",surpriz
1345,Ya ben hala şoktayım kendime gelemedim,surpriz
1346,Kararlarım bana da sürpriz oluyor,surpriz
1347,Şaka yapıyorsun herhalde. Hangi mahkemede... .,surpriz
1348,Yanlışlıkla ezhel şarkısı ezberliyiyeceğim diye o kadar çok korkuyorum ki ..,korku
1349,Bugün tam bir kabus yaşıyorum,korku
1350,Sosyal medyada saçma sapan aşk acısı yazılarını okumaktan bıktım,üzgün
1351,Arkadaş son 12 saat içinde 9 tas aşure nedir ya kendime hayret ettim şu an,surpriz
1352,Telefonumdan müzik dinlerken telefonumu kaybettim diye endişelendim,korku
1353,Maçın özeti korkak hoca maçı verdi. defol git Rıza,kızgın
1354,Şu an o kadar moralim bozuk ki. Kulaklığımı unutmuşum. Güne puanım -1.500 ,üzgün
1355,"Hangi birini izleyeceğimi şaşırdım artık, haftanın 5 gününe dağıtın şu dizileri ya ",surpriz
1356,Cuma da amcanın birinde babet çorap gördüm şok oldum ,surpriz
1357,Aykut hoca yeter artık ya 2 on libero... Saldır diyoruz senin yaptığına bak ya sövdüreceksin illa kendine,kızgın
1358,"Yine lig düştük iyi mi, dertlendim bak",üzgün
1359,Cumartesi günü ortaokuldan 2 arkadaşımla buluşucam çok sevinçliyim,mutlu
1360,Çirkinlerin katlanılabilecek hiçbir tarafı yok. Üzgünüm..,üzgün
1361,Bugün 4 yaşındaki yavrularımı hayvan müzesine götürdük. Müzeye girdiğimde ben korktum çocuklar elimi tuttu ... ,korku
1362,Duvara senin ismini yazacaktım sonra beni tanırlar diye korktum,korku
1363,Sıkıldım gidip biraz bilimsel makale okuyayım.,üzgün
1364,Cahil beyinliler çok bilmişlik yapıyor ya sinir oluyorum abi,kızgın
1365,"Sinan tarihinin en kötü 2 periyodunu oynadi, şaşkınlık verici ya",surpriz
1366,Anasayfam da özledim tweetleri görüyorum biri de beni özlesin... .,üzgün
1367,Şeytan diyor sat evi arabayı bitcoine para göm. 6 bin iken almadım pişmanım :(,üzgün
1368,"Epey güldüm. Iraklı bir antropologun naif batı kültürü üzerine ""araştırma""ları",mutlu
1369,Aaa bir hoca kendinin cennetlik olduğunu söylemiş. şaşırdım mı hayır,surpriz
1370,"İçinde zeytin olan ""zeytinli poğaça"" tükettim biraz önce hala şaşkınım",surpriz
1371,"Oha ciddi olamazsın, inanılmaz ",surpriz
1372,Bebeler ben hasta olucam üşüyorum başım ağrıyor burnum ağrıyor halsizim mutsuzum benimle bir ilgilenin,üzgün
1373,korktun mu diye video çeken kız ünlü olmuş korktum,korku
1374,Sivas senden bir kez daha nefret ettim. ,kızgın
1375,Çaresizliğin anasına bacısına sövüyorum bok kafalı çaresizlik,kızgın
1376,Dgslilerin sorunu ne integral ne trigonometri.Şimdi sen kaç yıl daha okuyacaksın sorusu.Yoruldum anlatmaktan.,üzgün
1377,Birinden o kadar çabuk soğuyabiliyorum ki şaşkınım,surpriz
1378,Elektrikli battaniye mi?? Uçurumdan ip üstünde geçmek daha az korkutucu,korku
1379,Otobüs kartım tam çekmeye başladı ve ben artık öğrenci değilim resmen kabus,korku
1380,Ciddi olamazsın demden olduğunu bilmiyordum :(,surpriz
1381,Ece hanım nereden buluyorsunuz bunları çok güldüm. Sen çok yaşa,mutlu
1382,"Aslı ve Ferhat, sizin aşk dolu bakışlarınız adeta yıldızlar gibi",mutlu
1383,Eczacılık günümüz kutlu olsun meslekteki her günümde bugünkü heyecanımı korumam dileğiyle ?????? ,mutlu
1384,Sınavlara ısrarla çalışmıyorum ve yapamıyorum çok eğlenceli bir döngü,mutlu
1385,"Sensiz; mutsuzum, ziyanım, kayıbım ve ölü bir adamım..",üzgün
1386,Komik olan ne biliyor musun senin şu inanılmaz zekan — epey komik ,mutlu
1387,"Allah'ım kabusları dan uyandır beni minik oğlumu kaybettim bir tatil beldesinde, hala arıyordum ve korkunçtu. Ne biçim günaydın bu ya.",korku
1388,Ben bu mavi balina olayını yeni duydum şok oldum aklım almıyor bir insan oyunu bırakmayı nasıl başaramaz.,surpriz
1389,Bugün benim doğum günüm ???? 21 de bitti ,mutlu
1390,İlk kar yağdığında yollar o kadar buz tutuyor ki araba sürmenin buz pateniyle kaymaktan farkı kalmıyor kaza yapacam diye korkuyorum ,korku
1391,Sınıfta ıslak mendil ve sakız çıkarmaya korkuyorum,korku
1392,herşey için teşekkür ederim yine harikasınız ve iyi ki varsınız ,mutlu
1393,Boncuk sabah 5'den beri çok kötü kafayı yiyeceğim,kızgın
1394,Bu sefer yarım kalmaktan değilde düştüğüm yerde kalmaktan korkuyorum,korku
1395,"Ben Aşkımı çok seviyorum, ve onu her daim yanımda istiyorum :)",mutlu
1396,Temizlik şirketlerinin çoğalması endişe verici kimse evde temizlik yapmıyor mu? ,korku
1397,Dediler ki bahar erkeksi giyiniyorsun ben şok,surpriz
1398,"Bir de çocuklarını köpek gibi bir tasma ile gezdiriyorlar, ilk gördüğümde resmen şoka uğradım ama sonra defalarca gördüm",surpriz
1399,Okuldan ciddi anlamda nefret ediyorum eskiden arkadaş var en azından derdim şimdi onlar da yok,kızgın
1400,"Bir ara herkes bu filmi izliyordu, ben herkes unutunca izleyeyim diyordum :) Çok sevdim, çok iyi",mutlu
1401,Sizlerden birinin yardımıyla kan bulundu hepinize teşekkür ederim.,mutlu
1402,Aç ve sinirliyim kurban olayım beni 1 hafta kadar yok sayın,kızgın
1403,Verimli 1 telefon görüşmesi yaptım. Harika hissediyorum.,mutlu
1404,Lisenin bitmesinin verdiği hüzün.. ,üzgün
1405,Ya inanmıyorum. Hoseok canlı yayın yapıyor ve ben okula gidiyorum.,surpriz
1406,O kadar bir korktum ki anlatamam,korku
1407,Ya ne zamandır stalklıyorum yoksun öldün mü kaldın mı endişelendim,korku
1408,Minicik kuşumla kocaman insanlardan daha eğlenceli vakit geçiriyorum,mutlu
1409,Şu andan itibaren doğum günüme 2 gün var. Niye bu kadar heyecanla bekliyorsam :D:D ,mutlu
1410,Bugünden itibaren yeniden gözlüklü olabilirim üzgünüm,üzgün
1411,İçgüdümüz pompa yapmayı bize nasıl öğretti hayret,surpriz
1412,Bu hava beni mutsuz olmaya zorluyor ,üzgün
1413,Sen şu an ciddi olamazsın,surpriz
1414,Güldü. Ben daha çok güldüm... ,mutlu
1415,Ay ışığında oturuyorduk bileğinden öptüm seni... Bu şiiri de şarkıyı da nedensiz seviyorum,mutlu
1416,Yakın zamanda robotlar bizi geçecek bu çok korkunç sonumuzu getirecekler,korku
1417,Bu kadar hızlı 'Tornistan' benim için bile sürpriz oldu,surpriz
1418,Dertlendim ve yanımda bir insan yok çünkü iyi gün dostluğu,üzgün
1419,Günaydın harika hissediyorum son 2 gündür :),mutlu
1420,Rüya da muğlaya gitmiştim geri gelemiyodum çok korkunçtu ya,korku
1421,Parazitlerden korktum inş kabus görmem amin,korku
1422,Çok ses annecim diye bağıracağım şimdi şu televizyonun sesini kıs anne,kızgın
1423,"Bu nasıl diş ağrısı amk yanağım ya, delireceğim yemin ederim",kızgın
1424,Ben fake değilim diye bas bas bağıracağım şimdi,kızgın
1425,Şu hayatta beni güldürdüğün için teşekkür ederim zillim,mutlu
1426,Anasayfa şu an çok komik altıma edicem ,mutlu
1427,Babam faturamı ödemiş Allah'ım çok mutluyum şu an yoksa bana girecekti kol gibi ,mutlu
1428,Az önce 7 tane halley yedim şu an harika hissediyorum :),mutlu
1429,kız kimle yakın arkadaş olsa ona duygu besliyor Allah'ım delireceğim yareppim,kızgın
1430,İnsan saç kestirmekten korkar mı.. Korkuyorum yeminle. Ama kestirmem de lazım artık.,korku
1431,O ne sesti ya ödüm koptu Allahtan kimseye bişey olmamış,korku
1432,"Sonuçta aşk, en acayip ve en buz gibi yürekleri bile eritir.",mutlu
1433,2 gündür ders seçimi için bilgisayar başında beklemekten bezdim,üzgün
